,volume,price,open,high,low,close,times,K,D,J,rsi10,rsi5,macd,WR5,WR10,Prediction_Result
2613,1795038,135586003,76.3,77.0,74.5,82.13,1396,18.6756552,19.30714419,20.57012216,23.46482511408111,15.99357606708998,-2.26563536358538,-92.59259259259268,-94.49541284403676,0
2614,1320187,101369048,76.4,77.4,76.0,81.22,958,22.52237925,20.37888921,16.09190913,29.082991770946947,27.33376117277817,-2.499776289515812,-68.42105263157902,-82.85714285714289,0
2615,1809828,142956940,77.5,79.8,77.3,80.63,1365,31.08206578,23.94661473,9.675712638,39.29496566471136,45.66927721142002,-2.655676612519279,0.0,-59.04761904761907,0
2616,1299571,102321919,80.0,80.2,77.6,79.94,1017,33.19140117,27.02821021,14.7018283,35.88452550530651,38.64794723909888,-2.7722434885791243,-39.47368421052634,-73.33333333333336,0
2617,800451,62339437,77.9,78.9,77.3,79.12,563,34.46355878,29.50665974,19.59286164,34.777782372383456,36.4089022426792,-2.8597049981490525,-54.05405405405401,-77.22772277227725,0
2618,729875,56834395,78.1,79.0,77.1,78.27,572,34.88046776,31.29792908,24.13285171,33.20086219269424,33.17954495399238,-2.9289891960312624,-100.0,-80.24691358024697,1
2619,748161,58215219,77.8,78.5,76.5,77.72999999999999,532,46.22661815,36.27415877,16.36924001,38.055925779837565,42.75429247526247,-2.959022598559752,-59.25925925925899,-52.6315789473684,0
2620,1712426,136800190,79.0,80.5,79.0,77.62,1253,61.92885654,44.82572469,10.61946099,45.57213659081823,55.86306983332119,-2.9258223610221736,0.0,0.0,1
2621,1263765,101510700,81.0,81.5,79.2,78.03999999999999,914,66.04780912,51.89975284,23.60364026,44.326582728138135,52.80809659221856,-2.854442139630859,-13.33333333333305,-9.756097560975416,1
2622,923000,72275997,77.2,79.9,77.0,78.39,713,65.24399396,56.34783321,38.55551171,43.670119815296935,51.13040137974952,-2.7595583453451646,-19.999999999999808,-14.999999999999858,1
2623,1267881,98877465,79.4,80.2,76.9,78.49,872,47.49599597,53.3972208,65.19967045,36.529119128681785,35.08129996695456,-2.6869179388139397,-100.0,-100.0,0
2624,1217413,94751769,77.6,78.7,77.1,78.47,681,35.66399732,47.4861463,71.13044428,36.529119128681785,35.08129996695456,-2.625903157453955,-100.0,-100.0,0
2625,1027408,79753946,76.6,79.0,76.0,78.36999999999999,834,40.74569518,45.23932926,54.22659743,44.33118666136304,50.8252540918296,-2.542266116802617,-34.61538461538472,-43.33333333333324,0
2626,3481366,283986048,79.4,83.2,78.8,78.78,2595,56.79342642,49.09069498,33.68523211,56.72308270694154,69.57537467459662,-2.3856040380043924,0.0,0.0,0
2627,4629180,386810963,82.8,84.5,82.1,79.33,3266,66.48973526,54.89037507,31.6916547,59.21946671754503,72.69837282451323,-2.1715875165485308,0.0,0.0,1
2628,4796516,406088577,84.6,86.4,82.7,79.91,3578,66.44187479,58.74087498,43.33887536,57.59522114371206,68.92506364579813,-1.934273720439873,-6.451612903225666,-6.451612903225666,0
2629,3153871,266863320,83.2,85.5,83.0,80.6,2202,73.46124986,63.6476666,44.0205001,63.63029218239464,76.85403609420158,-1.6552897090845853,0.0,0.0,1
2630,2658290,226352016,85.2,85.9,84.1,81.11999999999999,1817,78.78185888,68.69239736,48.51347433,64.14064446785592,77.48086206634673,-1.3578487937048271,0.0,0.0,1
2631,1704943,145104098,84.7,86.0,84.3,81.59,1127,79.44431618,72.2763703,57.94047855,59.974789167808375,67.59568516509866,-1.0756959550277474,-37.49999999999978,-10.975609756097452,1
2632,944788,79728567,84.4,85.4,83.9,82.05,702,78.92441591,74.4923855,65.62832469,58.57973931815151,64.31357866645943,-0.8202509008014517,-50.0000000000003,-14.634146341463444,1
2633,726300,60914556,84.0,84.8,83.2,82.66,527,75.69320035,74.89265712,73.29157066,54.40371076355227,54.74437689007857,-0.6074260769349742,-100.0,-25.609756097560897,1
2634,1728409,141345131,82.7,83.0,81.0,83.08,1110,61.42704585,70.40412003,88.35826839,46.67657133634783,39.75816909544286,-0.4614003601247787,-100.0,-61.53846153846154,1
2635,852488,69986551,82.0,82.9,81.6,83.46000000000001,608,50.82790711,63.87871572,89.98033295,51.8262819920715,50.813446055969216,-0.3431055733817839,-58.06451612903246,-67.50000000000007,0
2636,1677832,134201328,81.7,82.2,78.7,83.11,1232,34.75107227,54.16950124,93.00635917,39.7943103160087,31.235710133348118,-0.3066425365879408,-100.0,-100.0,1
2637,2099551,161491803,79.6,80.0,74.9,82.36,1381,25.87008422,44.73636223,82.46891826,32.780487240032826,22.51434672770727,-0.3721412970492228,-100.0,-100.0,0
